campaign_id,window_days,impressions,clicks,transformed_spend,attributed_conversions,cpa_transformed_units
9100693,1,100926.0,39442.0,20.840787765408248,14132.0,0.0014747231648321714
32368244,1,161056.0,77584.0,138.0964212719844,12887.0,0.010715947953129853
15184511,1,256102.0,93175.0,153.82655881254692,12115.0,0.012697198416223436
2869134,1,55796.0,20032.0,3.4419285646991455,8730.0,0.0003942644404008185
10341182,1,437385.0,194847.0,139.16245501548332,7134.0,0.019506932298217455
16184517,1,56866.0,14747.0,8.138200411181774,6845.0,0.0011889262835912016
5544859,1,50808.0,26242.0,6.640215873593798,6317.0,0.0010511660398280509
9100692,1,40265.0,14466.0,6.672558512401246,5622.0,0.0011868656194239143
9100689,1,52153.0,21023.0,17.621725778069635,4884.0,0.003608051961111719
9100690,1,41535.0,12787.0,8.495005983278794,4611.0,0.0018423348478158305
28351001,1,222470.0,138590.0,103.70091685005909,4399.0,0.023573747863164147
26891650,1,30922.0,10998.0,9.805581871268176,4101.0,0.0023910221583194773
9100691,1,42272.0,13765.0,7.103154743856844,3865.0,0.0018378149401958198
17710664,1,30218.0,10030.0,9.968700478358592,3731.0,0.002671857539093699
25920690,1,55096.0,32378.0,12.749021966214833,3483.0,0.0036603565794472675
30801593,1,431587.0,168971.0,25.59630466604754,3406.0,0.007515063025850716
15398570,1,378464.0,135066.0,155.57241355977516,3222.0,0.048284423823642196
29427842,1,239272.0,79009.0,131.0924709210678,2564.0,0.05112810878356778
9106406,1,19642.0,6142.0,5.798340610249378,2389.0,0.0024270994601295007
10474106,1,39851.0,24393.0,21.967018502751763,2271.0,0.009672839499230191
30881002,1,18892.0,5292.0,2.3001483571657855,2167.0,0.0010614436350557385
16922675,1,40899.0,16729.0,5.774257221155249,2124.0,0.0027185768461182908
5061834,1,299755.0,85763.0,141.24441573300024,2091.0,0.06754874018794846
14121532,1,94354.0,38950.0,47.79383567314676,1719.0,0.027803278460236624
31772643,1,195759.0,90476.0,43.04398073002318,1630.0,0.026407350141118516
24843272,1,14579.0,3701.0,1.2081309953302994,1606.0,0.0007522608937299498
14458654,1,36130.0,23043.0,23.84763589207819,1579.0,0.015102999298339576
9106407,1,20877.0,5468.0,3.0120195166948163,1491.0,0.002020133814013961
17686799,1,381084.0,112964.0,79.42984162551126,1400.0,0.05673560116107947
15743382,1,8619.0,2377.0,4.90434763057425,1332.0,0.003681942665596284
18975823,1,217646.0,100798.0,82.15532610817795,1296.0,0.06339145533038422
30491418,1,186644.0,72873.0,119.05152046268385,1280.0,0.09300900036147176
14661605,1,125045.0,41244.0,78.5230919112012,1216.0,0.0645749111111852
23817046,1,88474.0,36883.0,17.500509020411787,1188.0,0.01473106819899982
6810200,1,96929.0,35151.0,4.241893951567948,1183.0,0.003585709172923033
17710661,1,9839.0,3407.0,3.499106151376231,1149.0,0.003045349130875745
29531983,1,13563.0,4153.0,0.5601734460931325,1124.0,0.0004983749520401534
29531970,1,7531.0,2748.0,1.318008332780747,1056.0,0.0012481139514969196
23644447,1,11664.0,4875.0,3.2220678574051895,1047.0,0.0030774287081233903
29880998,1,9789.0,3114.0,4.401306395985237,1039.0,0.004236098552440074
12121528,1,53027.0,20952.0,34.243697131635884,1023.0,0.033473799737669487
3073305,1,8282.0,2333.0,0.42106584806820546,1014.0,0.0004152523156491178
16823030,1,92453.0,31753.0,24.7476338871253,998.0,0.024797228343812927
408759,1,18808.0,8513.0,3.901632685153591,955.0,0.004085479251469729
32452111,1,138682.0,45282.0,21.75478430601769,953.0,0.02282768552572685
7061828,1,143611.0,43944.0,49.22208963488345,945.0,0.05208686733850101
28795042,1,135054.0,38564.0,23.61144292656128,917.0,0.025748574620023206
6686701,1,194059.0,76239.0,68.87468581383688,898.0,0.07669786838957336
30535894,1,72504.0,37200.0,27.457551164019343,856.0,0.03207657846263942
17710659,1,6528.0,1890.0,2.262339862997315,841.0,0.0026900592901276037
13365547,1,38776.0,28104.0,11.684691089739186,817.0,0.014301947478260937
15506599,1,6408.0,2418.0,0.5620002588049584,806.0,0.0006972707925619831
2073328,1,14469.0,2522.0,1.4604535415683488,797.0,0.0018324385716039508
30405203,1,9857.0,6839.0,1.3152595436955918,769.0,0.0017103505119578568
14235907,1,63451.0,26621.0,51.1632678962284,749.0,0.06830876888682029
30368132,1,71181.0,23971.0,48.59824997301885,748.0,0.06497092242382199
27321366,1,110260.0,38174.0,21.520333339709094,671.0,0.032072031802845145
21294794,1,41035.0,17782.0,6.203260581118651,669.0,0.00927243734098453
28752986,1,11586.0,3644.0,3.420191369694861,669.0,0.005112393676673933
6886817,1,65388.0,29746.0,23.124655258279137,669.0,0.03456600188083578
14106384,1,7796.0,2221.0,1.5978008014226683,667.0,0.002395503450408798
20938751,1,35375.0,11710.0,17.763486637588116,663.0,0.026792589196965484
73328,1,12950.0,4218.0,1.0011380024778158,643.0,0.0015569797861241304
3073302,1,8614.0,1847.0,0.35364344346821747,628.0,0.0005631265023379259
9610626,1,39029.0,12430.0,2.7450010031756347,626.0,0.004384985628076094
27777499,1,27804.0,13982.0,6.801279144352236,618.0,0.011005306058822389
9095251,1,31811.0,19456.0,6.600025452373192,612.0,0.01078435531433528
3466867,1,10309.0,3664.0,4.629633887762666,589.0,0.007860159401973967
10013589,1,8385.0,2432.0,1.8854980229379301,580.0,0.0032508586602378107
73327,1,7395.0,1699.0,1.454059257724918,579.0,0.0025113285971069396
19129839,1,90154.0,27237.0,41.17024909656865,544.0,0.07568060495692766
804100,1,19100.0,5698.0,7.6380026089721635,543.0,0.014066303147278386
14106399,1,5346.0,1638.0,2.042082337838235,526.0,0.0038822858133806745
23852329,1,112773.0,36213.0,54.43829981482193,524.0,0.10388988514278995
27118781,1,59614.0,21053.0,20.360785159839008,518.0,0.039306535057604265
28739284,1,61486.0,22298.0,36.57885110528241,505.0,0.07243336852531171
29880997,1,5606.0,1668.0,1.5239029703089961,505.0,0.00301762964417623
6810192,1,2720.0,1280.0,0.803858907672315,500.0,0.0016077178153446302
14289571,1,81357.0,24935.0,14.930393821524799,498.0,0.029980710484989556
2865314,1,77647.0,17219.0,26.264345783740442,495.0,0.05305928441159685
17321082,1,90065.0,33989.0,36.74146963824871,490.0,0.07498259109846675
7121544,1,126687.0,46127.0,39.56847093062871,489.0,0.08091711846754338
2946551,1,48943.0,31811.0,13.042796522897154,481.0,0.02711600108710427
497593,1,191679.0,78565.0,20.475079417699337,479.0,0.042745468512942246
32009848,1,133533.0,32763.0,9.257886966564849,469.0,0.019739631058773664
26852338,1,107659.0,24346.0,14.535177712237168,463.0,0.03139347238064183
19530182,1,107844.0,49832.0,35.319371560078906,459.0,0.07694852191738324
6228543,1,30617.0,9073.0,13.528854772152638,451.0,0.02999746069213445
27589150,1,39009.0,17790.0,10.454505618478546,448.0,0.023335950041246754
24378636,1,123950.0,38110.0,23.87404294407375,439.0,0.05438278574959852
7289590,1,77518.0,25126.0,14.245983902250419,426.0,0.03344127676584605
18091420,1,6732.0,3111.0,4.3039600201630925,417.0,0.01032124705075082
24389111,1,56560.0,18010.0,21.32147972627845,414.0,0.05150115875912669
8980571,1,62535.0,22900.0,9.511791668528144,413.0,0.02303097256302214
11097337,1,26066.0,13308.0,5.288807162663896,408.0,0.01296276265358798
26998428,1,80051.0,26706.0,23.406448314348147,398.0,0.058810171644090824
8867068,1,41027.0,13864.0,6.273922678564872,389.0,0.016128335934614067
8980584,1,37815.0,12607.0,10.732595638390288,386.0,0.02780465191292821
3073303,1,3429.0,913.0,0.1735832158514607,377.0,0.0004604329332929992
12843318,1,54739.0,28323.0,23.995778146405435,376.0,0.06381855890001445
3828354,1,18815.0,5877.0,7.396931027813083,369.0,0.020045883544208897
32368241,1,30140.0,8665.0,8.20840676800733,358.0,0.02292851052516014
8403848,1,85868.0,28973.0,18.171680568566412,356.0,0.05104404654091689
2694554,1,14572.0,6848.0,1.515623757035997,345.0,0.004393112339234773
3073304,1,5064.0,981.0,0.3056008531656989,342.0,0.0008935697460985348
18898397,1,33111.0,10467.0,13.319632291276081,337.0,0.03952413142811893
8980585,1,51909.0,16779.0,12.588861979078192,336.0,0.037466851128208904
13661605,1,47858.0,13999.0,15.41693861506331,335.0,0.046020712283771074
15654897,1,53007.0,23718.0,13.068200986541342,327.0,0.03996391739003469
11959615,1,39801.0,26960.0,15.466239708510344,327.0,0.047297369139175365
11321105,1,33775.0,10077.0,18.787498432809922,325.0,0.05780768748556899
7686710,1,72214.0,27040.0,19.534571621230576,324.0,0.060291887719847455
15422821,1,24946.0,10205.0,7.9052852570021,321.0,0.024627056875395948
31736975,1,34923.0,9006.0,5.581243743006466,321.0,0.017387052158898648
15746419,1,45738.0,18503.0,28.460216608601435,320.0,0.08893817690187948
4869922,1,48085.0,23125.0,27.387653357736855,320.0,0.08558641674292768
3892353,1,37167.0,13109.0,27.34514265586718,317.0,0.0862622796715053
13661608,1,65598.0,21340.0,13.117610392190105,312.0,0.04204362305189136
12700454,1,38880.0,15833.0,9.653701396169494,306.0,0.031548043778331675
30534043,1,7092.0,5236.0,1.4674293686975133,306.0,0.004795520812736972
5686703,1,67793.0,23999.0,15.861514725874333,304.0,0.05217603528248136
5442463,1,14336.0,3722.0,3.0642017880354717,296.0,0.010352033067687404
18975813,1,45793.0,18103.0,8.854100538209849,289.0,0.030637026083771102
28896342,1,36445.0,13012.0,19.886315756985876,284.0,0.07002223858093619
8710016,1,29496.0,11601.0,5.045278410500344,283.0,0.017827838906361637
26321366,1,42947.0,12254.0,5.166530946932092,282.0,0.018321031726709545
2073319,1,3090.0,805.0,0.14280035285570777,280.0,0.0005100012601989563
6781040,1,26999.0,10784.0,2.7212304674064884,278.0,0.009788598803620463
26091094,1,30606.0,10400.0,22.20318212655704,278.0,0.07986756160632029
24126625,1,53878.0,27649.0,9.070622382884205,277.0,0.03274592918008738
6686704,1,55657.0,19330.0,22.29984089291174,274.0,0.08138628063106473
3877975,1,22968.0,13255.0,4.224634154039086,272.0,0.015531743213378994
32323516,1,108748.0,28589.0,22.093695477595247,268.0,0.08243916222983301
21640043,1,51890.0,20618.0,12.207199584256918,260.0,0.04695076763175737
26852339,1,159742.0,32700.0,17.18310176831638,259.0,0.06634402227149182
15654890,1,66911.0,22491.0,7.206038228139303,255.0,0.02825897344368354
10960760,1,21748.0,9606.0,5.698250801668684,252.0,0.022612106355828113
30729721,1,30570.0,8702.0,9.970296660057345,252.0,0.03956466928594184
13710655,1,3599.0,1048.0,1.0000325725791022,251.0,0.003984193516251403
8892339,1,28793.0,10965.0,6.482180703547314,251.0,0.025825421129670574
5044698,1,98550.0,35176.0,13.995507003739142,249.0,0.05620685543670338
2736605,1,35116.0,15394.0,7.668561286836755,242.0,0.03168826978031717
5867090,1,62059.0,19781.0,4.298931230368475,239.0,0.01798715995970073
3828360,1,8613.0,2559.0,1.9220615225753752,238.0,0.008075888750316703
2144729,1,15177.0,1704.0,1.3531199323431347,237.0,0.005709366803135589
29903689,1,5316.0,450.0,0.7045306327614586,236.0,0.0029852992913621127
8892341,1,26370.0,7950.0,9.619569067107998,235.0,0.040934336455778715
15506600,1,2665.0,769.0,0.4927604859905753,235.0,0.0020968531318747885
11289564,1,35239.0,13353.0,7.62596980685713,228.0,0.03344723599498741
787943,1,36050.0,9750.0,13.482769659257581,228.0,0.059134954645866586
12089529,1,29711.0,10639.0,4.919988453705243,225.0,0.02186661534980108
14257845,1,18338.0,7503.0,7.172689513960557,225.0,0.03187862006204692
4913658,1,11225.0,3938.0,2.1690010435073623,221.0,0.009814484359761821
29531976,1,1487.0,450.0,0.11372688777039296,220.0,0.0005169403989563316
21016759,1,17174.0,6196.0,1.9737006452312937,218.0,0.00905367268454722
73325,1,5692.0,1511.0,0.4252947165857514,213.0,0.001996688810261744
17288254,1,37940.0,14047.0,6.787772380728921,212.0,0.032017794248721324
24316983,1,35336.0,15090.0,8.713309190099375,210.0,0.041491948524282736
24867560,1,22048.0,6952.0,6.234124576126545,209.0,0.029828347254193997
2576437,1,128938.0,51628.0,10.899116959615046,209.0,0.05214888497423467
11500306,1,41625.0,17663.0,7.034574794923071,204.0,0.03448320977903466
22391321,1,23606.0,7452.0,12.286487638261775,203.0,0.06052456964660973
32135670,1,56466.0,15178.0,12.597259394820885,197.0,0.06394547916152733
13422843,1,110601.0,41405.0,14.285924038997868,196.0,0.0728873675459075
28137208,1,67033.0,26513.0,12.60501750243305,194.0,0.06497431702285077
16321090,1,28296.0,7129.0,9.134272433278259,194.0,0.04708387852205288
29614011,1,37818.0,14525.0,15.35054524748936,194.0,0.07912652189427505
24843279,1,10357.0,4597.0,3.0348673612785557,192.0,0.01580660083999248
29389116,1,36163.0,11267.0,15.576923436994399,190.0,0.08198380756312841
2716286,1,36531.0,14389.0,9.248831769681868,189.0,0.04893561782900459
27091104,1,15325.0,4781.0,4.459877614570815,189.0,0.02359723605593024
15568932,1,22990.0,8161.0,2.8443324975519957,188.0,0.015129428178468062
3694557,1,3688.0,1961.0,1.390627467634947,186.0,0.0074764917614782095
5121547,1,20336.0,5931.0,15.409887441870037,185.0,0.08329668887497317
26389107,1,41414.0,8071.0,10.602973120865261,185.0,0.05731336822089331
8710017,1,17525.0,6462.0,6.844471804541048,185.0,0.036997144889411075
28729624,1,19275.0,8282.0,5.87830652436657,184.0,0.03194731806720962
29534051,1,17175.0,6011.0,3.7395091527359225,184.0,0.020323419308347405
26372320,1,5264.0,1925.0,2.2328100931948,183.0,0.012201148050244809
6442596,1,23825.0,5520.0,8.016704616563782,180.0,0.04453724786979879
18095238,1,29947.0,7824.0,9.372853025764105,177.0,0.052953971896972346
15491650,1,24952.0,10159.0,10.927882020928283,176.0,0.062090238755274335
13343035,1,17389.0,6423.0,1.5262432709785507,175.0,0.008721390119877433
5871888,1,22314.0,6385.0,0.22313999999999898,172.0,0.0012973255813953429
2828357,1,73432.0,26019.0,30.031212145149336,165.0,0.1820073463342384
25419531,1,52053.0,18094.0,6.8141448754137945,164.0,0.041549663874474355
27614018,1,18027.0,7304.0,2.6578988259587355,161.0,0.016508688359992144
13166099,1,63938.0,15092.0,7.471641164975463,161.0,0.04640770909922647
2390251,1,48641.0,15000.0,8.83460547176157,160.0,0.05521628419850981
30501159,1,12120.0,4248.0,7.03752307349799,158.0,0.04454128527530374
7544834,1,9962.0,1220.0,0.847123978259359,156.0,0.005430281911918968
4828346,1,37316.0,9712.0,9.274128328493985,155.0,0.05983308599028377
21257831,1,21605.0,9122.0,5.2371761336143345,153.0,0.03422990937002833
19602309,1,114778.0,40393.0,18.906606233164702,153.0,0.12357258975924641
4406179,1,13924.0,4387.0,6.919624688380369,151.0,0.04582532906212165
31129938,1,21258.0,6616.0,8.086240881174362,149.0,0.054270073028015856
10002432,1,10561.0,4289.0,6.112713469757349,149.0,0.041024922615821136
25119476,1,16094.0,5232.0,4.153336134139377,149.0,0.027874739155297833
884761,1,20375.0,8282.0,5.412405740176603,148.0,0.036570309055247316
31323522,1,7731.0,1142.0,0.8934033120292557,146.0,0.006119200767323669
13289562,1,37967.0,11993.0,6.5351664189789656,146.0,0.04476141382862305
28729609,1,12652.0,3993.0,4.2599679895958955,145.0,0.02937908958341997
18916124,1,9307.0,2224.0,2.502276550294211,145.0,0.017257079657201455
8500299,1,20444.0,10271.0,16.291980452729995,145.0,0.11235848588089652
27323540,1,21846.0,7647.0,1.5410198399272894,142.0,0.01085225239385415
12843317,1,27166.0,14567.0,16.27939762341956,141.0,0.11545672073347205
9810200,1,29866.0,18502.0,5.101300851961869,139.0,0.03670000612922208
20817326,1,36496.0,15643.0,4.362921778285655,137.0,0.03184614436704857
11803618,1,15887.0,4283.0,2.420344935362902,137.0,0.017666751353013883
28795043,1,42824.0,11250.0,4.149697443841831,136.0,0.030512481204719343
12843316,1,9592.0,6501.0,3.7652373908976737,134.0,0.02809878649923637
30427825,1,14278.0,3498.0,4.343545770586558,131.0,0.03315683794340884
21443086,1,17633.0,6115.0,5.360724573274177,130.0,0.04123634287133982
13947795,1,57717.0,18661.0,26.18052938551054,130.0,0.2013886875808503
9700343,1,10093.0,4388.0,2.566272623027191,128.0,0.02004900486739993
29531977,1,1134.0,314.0,0.1316050394340331,126.0,0.0010444844399526436
18498853,1,45093.0,7341.0,3.389119597674073,125.0,0.027112956781392583
6686703,1,17029.0,5948.0,9.667084221589832,124.0,0.07796035662572445
24119478,1,12200.0,3594.0,4.148635244667972,122.0,0.03400520692350797
20730227,1,14033.0,4299.0,9.846425083100161,122.0,0.08070840232049313
24982961,1,4332.0,2489.0,0.9299658115325736,121.0,0.007685667863905567
13300124,1,19317.0,5808.0,3.9628436144889667,121.0,0.03275077367346253
22891673,1,9334.0,3580.0,6.916353623484702,120.0,0.05763628019570585
15073876,1,91735.0,28077.0,4.692324594871477,118.0,0.03976546266840234
28920697,1,18393.0,9677.0,7.6448256482032155,118.0,0.06478665803562048
4869923,1,15033.0,7822.0,6.601415106665661,117.0,0.05642235133902274
16307476,1,10721.0,3551.0,5.191823430443028,117.0,0.0443745592345558
716288,1,57379.0,18292.0,8.766629929391843,117.0,0.07492846093497302
20097969,1,18568.0,5995.0,3.6284622623149807,115.0,0.031551845759260705
30848316,1,11609.0,3569.0,2.3537395548300943,115.0,0.02046730047678343
3291800,1,25744.0,8787.0,7.670265144967408,113.0,0.06787845261033104
2953716,1,38028.0,14344.0,2.4729306593274103,110.0,0.022481187812067368
17288262,1,18009.0,5211.0,6.724338573129613,110.0,0.06113035066481466
30175072,1,17378.0,5581.0,9.610946726255852,110.0,0.08737224296596229
27729624,1,23205.0,7636.0,9.321758951248093,109.0,0.085520724323377
14118031,1,9778.0,4751.0,6.273637466428979,108.0,0.05808923580026832
29614010,1,12237.0,5046.0,5.112163016984372,108.0,0.0473348427498553
14445192,1,34519.0,8198.0,3.50804841612554,106.0,0.03309479637854283
497590,1,27802.0,8837.0,2.21161985694467,105.0,0.021063046256615908
28864843,1,6352.0,2477.0,4.503273751506782,104.0,0.043300709149103674
26949222,1,11824.0,3593.0,3.8388474026173363,104.0,0.03691199425593593
22431924,1,16858.0,4437.0,3.3541132110656124,104.0,0.03225108856793858
30487330,1,2802.0,1050.0,0.08462233855845933,104.0,0.0008136763322928782
3694556,1,6562.0,3222.0,0.8107160601920527,103.0,0.007871029710602453
604244,1,14701.0,7901.0,0.8131033724681913,102.0,0.00797160169086462
10245630,1,9192.0,3161.0,2.612493593066229,101.0,0.025866273198675536
604249,1,13712.0,6455.0,0.8532861787844048,101.0,0.008448378007766384
27891651,1,23789.0,8908.0,5.512268163078557,101.0,0.054576912505728284
29687343,1,5880.0,2886.0,0.989216251520596,100.0,0.00989216251520596
2407403,1,9382.0,1701.0,0.6871601610785797,100.0,0.006871601610785797
27091101,1,5000.0,1884.0,2.492910097711298,100.0,0.02492910097711298
13462158,1,18588.0,5877.0,8.580293013948499,100.0,0.08580293013948498
22695010,1,6454.0,1996.0,2.5942733826386455,100.0,0.025942733826386455
10383101,1,11380.0,4527.0,2.7261292121086704,98.0,0.027817645021517044
27684173,1,13767.0,4456.0,3.209152222467928,98.0,0.03274645124967274
12100671,1,39019.0,12752.0,6.683368661037029,97.0,0.06890070784574256
5121533,1,11685.0,3377.0,5.512625708660031,97.0,0.05683119287278383
5281156,1,42222.0,12404.0,5.79776604128591,96.0,0.0603933962633949
5121534,1,12508.0,3311.0,5.140188374901122,95.0,0.05410724605159076
6210424,1,21533.0,9509.0,7.091195089597781,95.0,0.07464415883787137
1415896,1,11965.0,4641.0,4.623120446665968,94.0,0.04918213241134009
3406182,1,7111.0,2177.0,1.3218861090109741,92.0,0.014368327271858414
32398755,1,21474.0,8303.0,5.245194592640739,90.0,0.05827993991823043
27323541,1,18707.0,7376.0,2.4949065232079417,90.0,0.027721183591199353
23852330,1,9072.0,3739.0,6.509149546513797,90.0,0.0723238838501533
10491643,1,21645.0,8018.0,2.606021708247782,89.0,0.02928114278930092
5743167,1,7695.0,2887.0,4.750287128157087,88.0,0.053980535547239625
13661597,1,41107.0,14403.0,8.411722517213482,88.0,0.09558775587742593
83677,1,42678.0,12682.0,13.07706866535365,87.0,0.1503111340845247
690012,1,17430.0,3250.0,2.244154407160872,87.0,0.025794878243228413
20640037,1,24747.0,9460.0,5.5980690609099915,87.0,0.06434562138977001
13445189,1,7490.0,2031.0,1.904415636466031,87.0,0.021889834901908403
20922679,1,17202.0,6378.0,5.813386099141908,86.0,0.06759751278071986
31330666,1,8917.0,3393.0,1.8224705040881763,86.0,0.0211915174893974
17491634,1,8755.0,2747.0,1.561771632178054,85.0,0.018373783907977104
15959625,1,24759.0,6735.0,3.581905096749497,85.0,0.04214005996175879
2342814,1,6386.0,2371.0,3.354778372131212,84.0,0.03993783776346681
28071513,1,4902.0,1668.0,2.3766363259018006,84.0,0.028293289594069054
7877971,1,9049.0,3957.0,0.9582449280132487,83.0,0.011545119614617454
20309767,1,6252.0,2535.0,1.177875193929895,83.0,0.014191267396745724
25998433,1,27781.0,9259.0,2.803638985998093,82.0,0.034190719341440155
4293600,1,29383.0,7773.0,3.2923884686438023,81.0,0.04064677121782472
23377306,1,15433.0,4425.0,3.5970988109141246,81.0,0.044408627295236106
20695010,1,19406.0,3518.0,1.0743737445160462,79.0,0.013599667652101851
13576407,1,25560.0,7438.0,3.898245175537418,79.0,0.04934487563971415
13462155,1,11683.0,3788.0,5.05361972638918,79.0,0.06396986995429342
4800911,1,18333.0,7842.0,2.2196529335629256,79.0,0.028096872576745893
10810198,1,9124.0,5752.0,1.5255641793890116,79.0,0.019310938979607742
23530192,1,15183.0,6268.0,7.591257449232371,78.0,0.09732381345169706
18443077,1,16784.0,5556.0,2.0404816976269027,78.0,0.02616002176444747
1341195,1,13543.0,4429.0,1.0556225096855956,78.0,0.013533621919046097
26614024,1,4909.0,1786.0,2.483580122567523,78.0,0.031840770802147735
32398758,1,11209.0,4298.0,3.5585794898225265,77.0,0.0462153180496432
7828339,1,7603.0,2413.0,8.19385625537155,77.0,0.10641371760222793
26998434,1,16229.0,7365.0,3.6372833124202475,77.0,0.04723744561584737
